id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00332,V14,DQ,Audit,N1,"Toute modification métier du module Qualité, certification et réconciliation des données doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00333,V14,DQ,Intégration,N2,"Le module Qualité, certification et réconciliation des données doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00334,V14,DQ,Fonctionnelle,N1,"Le module Qualité, certification et réconciliation des données doit fournir au moins les capacités suivantes : détection des doublons, orphelins, valeurs manquantes et incohérences inter-domaines; moteur de règles de qualité configurable par domaine et criticité; score qualité global et score qualité par objet; réconciliation multi-sources avec seuils de confiance.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00335,V14,DQ,Fonctionnelle,N2,"Le module Qualité, certification et réconciliation des données doit fournir les capacités avancées suivantes : gestion des exceptions justifiées avec expiration; rapports de qualité par tenant, site, application et propriétaire; correction en lot avec prévisualisation et rollback; historique time travel des campagnes qualité.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00336,V14,DQ,Qualité,N1,"Les données du module Qualité, certification et réconciliation des données doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00337,V14,DQ,Exploitation,N2,"Le module Qualité, certification et réconciliation des données doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00338,V14,DQ,Acceptation,N1,"Le module Qualité, certification et réconciliation des données doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00339,V15,FLOW,Fonctionnelle,N1,"OpenInfra doit fournir le module Flux réseau, matrices de flux et segmentation avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine Flux réseau, matrices de flux et segmentation apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Flux réseau, matrices de flux et segmentation est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
REQ-00340,V15,FLOW,Fonctionnelle,N1,"Le module Flux réseau, matrices de flux et segmentation doit être strictement séparé du périmètre ITSM et ne doit pas créer de ticket, incident, demande ou changement natif.",Préserver la frontière produit OpenInfra sans gestion ITSM intégrée.,Revue fonctionnelle et tests négatifs sur les workflows.,Aucune capacité de ticketing natif n’est exposée dans ce module.
REQ-00341,V15,FLOW,Données,N1,"Le modèle de données du module Flux réseau, matrices de flux et segmentation doit utiliser des entités typées, contraintes d’intégrité, propriétaires, tenant, statut, historique et audit.","Garantir cohérence, exploitation et gouvernance des données.","Revue dictionnaire, tests migrations et tests contraintes.","Chaque entité critique possède clé stable, contraintes, audit et règles de rétention."
REQ-00342,V15,FLOW,Performance,N1,"Les données volumineuses du module Flux réseau, matrices de flux et segmentation doivent être partitionnées, paginées, indexées et exploitées sans scan complet non maîtrisé.",Respecter la conception supérieure à 10 milliards d’entrées.,"Analyse DDL, tests EXPLAIN, benchmark API.",Les requêtes critiques utilisent les index attendus et les exports massifs sont asynchrones.
REQ-00343,V15,FLOW,Sécurité,N1,"Le module Flux réseau, matrices de flux et segmentation doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00344,V15,FLOW,Résilience,N1,"Les traitements longs du module Flux réseau, matrices de flux et segmentation doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00345,V15,FLOW,Observabilité,N2,"Le module Flux réseau, matrices de flux et segmentation doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00346,V15,FLOW,API,N1,"Les APIs du module Flux réseau, matrices de flux et segmentation doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00347,V15,FLOW,Audit,N1,"Toute modification métier du module Flux réseau, matrices de flux et segmentation doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00348,V15,FLOW,Intégration,N2,"Le module Flux réseau, matrices de flux et segmentation doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.",Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00349,V15,FLOW,Fonctionnelle,N1,"Le module Flux réseau, matrices de flux et segmentation doit fournir au moins les capacités suivantes : modélisation source, destination, protocole, port, environnement, justification et durée de validité; comparaison flux déclarés et flux observés par NetFlow, sFlow, IPFIX, firewall logs et discovery applicative; détection des flux non autorisés, orphelins, expirés ou déclarés mais non observés; visualisation des flux par application, service, tenant, VRF, site et environnement.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00350,V15,FLOW,Fonctionnelle,N2,"Le module Flux réseau, matrices de flux et segmentation doit fournir les capacités avancées suivantes : export contrôlé vers équipes firewall ou outils de sécurité externes; simulation d’impact avant modification firewall, segmentation ou migration; gestion des flux temporaires avec expiration et audit; corrélation flux ↔ dépendances applicatives ↔ IPAM ↔ certificats.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00351,V15,FLOW,Qualité,N1,"Les données du module Flux réseau, matrices de flux et segmentation doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00352,V15,FLOW,Exploitation,N2,"Le module Flux réseau, matrices de flux et segmentation doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00353,V15,FLOW,Acceptation,N1,"Le module Flux réseau, matrices de flux et segmentation doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00354,V16,CERT,Fonctionnelle,N1,"OpenInfra doit fournir le module Certificats, PKI et secrets référencés avec APIs, UI, audit, RBAC, imports/exports contrôlés et traçabilité complète.","Le domaine Certificats, PKI et secrets référencés apporte une capacité enterprise nécessaire au référentiel OpenInfra v4.","Test fonctionnel bout-en-bout, revue API/UI et vérification audit.","Le module Certificats, PKI et secrets référencés est utilisable par API et UI avec droits, audit et critères d’acceptation vérifiés."
